ID,Genero,Años,Estado_civil,Trabajo,Sector,Telefono,Anos_usando_internet_banking,Anos_usando_banca_movil,Banca_movil_userfriendly,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes
2,F,30.0,Casado,AlumNo,Sector privado,Iphone ,10.0,3.0,No,1.0,0.0,1.0,0.0,0.0
205,F,45.0,Casado,,Selfemployed ,Iphone ,5.0,6.0,No,0.0,1.0,1.0,0.0,35.0
206,M,50.0,Casado,,Institucion publica,LG,15.0,6.0,Si,0.0,30.0,15.0,0.0,0.0
226,M,24.0,Soltero,Desempleados,Institucion publica,Iphone ,15.0,3.0,Si,30.0,30.0,0.0,15.0,0.0
173,F,35.0,Soltero,Profesor,Sector privado,Samsung S6 EDGE,10.0,7.0,No,31.0,1.0,31.0,0.0,15.0
117,F,30.0,Casado,Ingeniero biomedico,Sector privado,Casper,5.0,4.0,Si,50.0,1.0,1.0,0.0,7.0
198,M,50.0,Soltero,Servidor publico,Institucion publica,Samsung j,5.0,3.0,No,7.0,30.0,1.0,0.0,15.0
204,M,24.0,Soltero,Cajero,Sector privado,Smartphone,5.0,3.0,Si,1.0,1.0,1.0,0.0,0.0
39,M,40.0,Soltero,Matematico,Sector privado,Samsung,5.0,3.0,Si,7.0,,15.0,31.0,15.0
106,F,40.0,Soltero,Profesor,Institucion publica,Samsung,10.0,,No,1.0,50.0,1.0,0.0,15.0
184,M,35.0,Casado,Profesor,Institucion publica,Smartphone,10.0,0.0,Si,31.0,50.0,0.0,1.0,0.0
126,M,35.0,Casado,Desempleados,Desempleados,LG,10.0,6.0,Si,50.0,30.0,15.0,0.0,7.0
131,M,50.0,Casado,AlumNo,Desempleados,Samsung S7+,0.0,,Si,31.0,7.0,0.0,0.0,15.0
3,M,24.0,Soltero,,Institucion publica,General Mobile,10.0,7.0,Si,7.0,31.0,15.0,0.0,0.0
88,,35.0,Casado,AlumNo,Sector privado,SONY XPER?A 75,10.0,0.0,Si,31.0,7.0,1.0,0.0,31.0
102,M,50.0,Soltero,Minero,Sector privado,Iphone 5S,5.0,3.0,No,50.0,30.0,0.0,0.0,4.0
158,F,24.0,Soltero,adquisitivo,Desempleados,SONY XPER?A 75,5.0,6.0,No,0.0,1.0,0.0,0.0,4.0
108,F,35.0,Casado,Contador,Institucion publica,Iphone 6+,10.0,3.0,Si,4.0,0.0,1.0,0.0,0.0
134,M,45.0,Casado,Servidor publico,Sector privado,LG G2,15.0,3.0,Si,7.0,31.0,1.0,1.0,7.0
134,M,24.0,Casado,Analista de informacion,Sector privado,LG G4,10.0,3.0,No,7.0,7.0,1.0,0.0,7.0
86,F,50.0,Casado,Profesor,Desempleados,LG G3,10.0,3.0,Si,31.0,,1.0,30.0,0.0
175,M,30.0,Soltero,Enfermera,Sector privado,Samsung,0.0,3.0,Si,1.0,7.0,0.0,0.0,0.0
24,M,24.0,Casado,Ingeniero de informacion,,Iphone 6S,5.0,7.0,Si,7.0,30.0,1.0,15.0,0.0
137,F,35.0,Casado,Profesor,Institucion publica,Samsung,5.0,3.0,No,31.0,0.0,15.0,0.0,0.0
2,F,30.0,Casado,Profesor,Sector privado,Samsung,5.0,0.0,No,31.0,50.0,1.0,1.0,7.0
119,F,40.0,Casado,Ingenieria en computacion,Institucion publica,Samsung S6 EDGE,5.0,3.0,Si,31.0,50.0,0.0,0.0,31.0
121,F,24.0,Soltero,Profesor,Sector privado,Asus ZenFone,5.0,0.0,Si,0.0,1.0,1.0,0.0,1.0
32,M,30.0,Casado,,Desempleados,Samsung,5.0,7.0,Si,,7.0,1.0,1.0,7.0
67,M,30.0,Casado,Matematico,Sector privado,Asus ZenFone Selfie,5.0,3.0,No,7.0,50.0,1.0,1.0,0.0
227,F,35.0,Casado,Servidor publico,Institucion publica,Iphone 7,10.0,3.0,No,50.0,1.0,15.0,0.0,1.0
167,M,24.0,Casado,Ingenieria en computacion,Institucion publica,Asus,10.0,0.0,Si,0.0,30.0,1.0,15.0,0.0
234,F,24.0,Casado,Ingenieria en computacion,Institucion publica,Samsung S6 EDGE,5.0,3.0,No,1.0,31.0,0.0,0.0,1.0
217,M,50.0,Soltero,Servidor publico,Sector privado,Iphone 7,0.0,0.0,Si,0.0,7.0,1.0,0.0,1.0
163,F,30.0,Soltero,,Institucion publica,Iphone 6,5.0,3.0,No,50.0,7.0,15.0,0.0,7.0
195,F,30.0,Casado,Servidor publico,Institucion publica,Samsung,10.0,7.0,No,7.0,0.0,0.0,0.0,0.0
180,F,40.0,Casado,Servidor publico,Institucion publica,Samsung Note 4,5.0,0.0,No,1.0,4.0,0.0,0.0,7.0
87,M,24.0,Soltero,Ingeniero,Institucion publica,LG,10.0,3.0,Si,31.0,50.0,,0.0,1.0
170,M,30.0,Casado,Ingeniero,Sector privado,Iphone 6S+,5.0,6.0,Si,4.0,7.0,0.0,31.0,35.0
167,F,35.0,Casado,Ingenieria en computacion,Sector privado,Iphone 6+,10.0,6.0,No,1.0,7.0,31.0,0.0,15.0
213,M,35.0,Soltero,Profesor,Sector privado,Iphone ,5.0,3.0,No,0.0,,1.0,0.0,7.0
60,F,30.0,Casado,Servidor publico,Institucion publica,VODEFONE SMART 6,10.0,0.0,No,7.0,7.0,1.0,0.0,0.0
226,M,50.0,Casado,Ingeniero de software,Sector privado,Iphone 6,15.0,0.0,No,7.0,0.0,0.0,1.0,7.0
18,M,24.0,Soltero,Psicologo,Sector privado,Samsung,10.0,7.0,Si,7.0,4.0,1.0,0.0,31.0
74,F,24.0,Casado,AlumNo,Desempleados,Iphone ,5.0,5.0,Si,31.0,50.0,31.0,31.0,1.0
184,F,24.0,Casado,adquisitivo,Desempleados,Iphone 6+,10.0,3.0,Si,31.0,7.0,1.0,0.0,0.0
243,F,35.0,Soltero,Ingeniero de software,Institucion publica,Iphone ,10.0,0.0,No,4.0,50.0,1.0,15.0,0.0
95,M,50.0,Casado,Ingeniero de software,Sector privado,Samsung,5.0,3.0,Si,1.0,7.0,1.0,0.0,15.0
98,M,30.0,Casado,,Sector privado,Samsung Note 3,10.0,7.0,No,0.0,1.0,1.0,1.0,31.0
10,F,35.0,Casado,Ingeniero de informacion,Sector privado,Iphone 6S,5.0,3.0,Si,50.0,4.0,1.0,0.0,31.0
53,M,24.0,Soltero,Desempleados,Sector privado,Nokia,5.0,0.0,Si,7.0,7.0,31.0,0.0,15.0
244,M,24.0,Casado,Enfermera,Institucion publica,Smartphone,10.0,3.0,Si,4.0,50.0,1.0,0.0,15.0
138,F,24.0,Casado,Ingenieria en computacion,Sector privado,Samsung S3,0.0,6.0,No,1.0,,0.0,0.0,0.0
186,M,50.0,Soltero,Ingeniero electronico,Sector privado,SAMSUNG S6,5.0,6.0,Si,31.0,7.0,1.0,0.0,0.0
10,M,24.0,Soltero,,Institucion publica,,15.0,3.0,No,1.0,1.0,0.0,0.0,1.0
53,F,50.0,,Servidor publico,Institucion publica,HTC ,5.0,3.0,No,,,0.0,1.0,
233,F,30.0,Soltero,Desempleados,,,10.0,7.0,Si,30.0,7.0,0.0,0.0,15.0
194,M,35.0,Casado,AlumNo,Institucion publica,Iphone 6,5.0,0.0,No,50.0,31.0,1.0,0.0,0.0
128,F,45.0,Soltero,,Institucion publica,Samsung S6,10.0,6.0,Si,7.0,0.0,1.0,15.0,0.0
152,M,35.0,Casado,Ingeniero de software,Institucion publica,SAMSUNG S6,15.0,3.0,Si,31.0,0.0,0.0,0.0,0.0
89,M,30.0,Casado,Ingeniero,Institucion publica,,0.0,3.0,Si,4.0,1.0,31.0,15.0,1.0
129,F,,Soltero,Cajero,Institucion publica,LG G3,10.0,4.0,No,0.0,31.0,0.0,15.0,0.0
186,M,24.0,Soltero,Ingeniero,Institucion publica,Samsung,5.0,0.0,No,1.0,1.0,0.0,0.0,1.0
175,M,35.0,Soltero,Profesor,Institucion publica,Iphone ,5.0,3.0,No,1.0,31.0,0.0,15.0,1.0
157,M,30.0,Casado,Ingeniero,Institucion publica,Iphone 6,5.0,0.0,No,,7.0,15.0,0.0,1.0
27,F,30.0,Casado,Ingenieria en computacion,Institucion publica,Samsung,10.0,3.0,Si,1.0,0.0,1.0,15.0,15.0
198,M,24.0,Soltero,Ingenieria en computacion,Institucion publica,Samsung 7+ Edge,5.0,0.0,No,1.0,0.0,1.0,0.0,15.0
98,M,35.0,Soltero,Desempleados,Desempleados,,0.0,4.0,Si,7.0,1.0,1.0,0.0,0.0
18,M,30.0,Casado,Desempleados,Sector privado,Samsung,10.0,6.0,Si,31.0,7.0,31.0,0.0,1.0
250,M,24.0,Casado,Profesor,Sector privado,Iphone ,5.0,3.0,Si,0.0,50.0,1.0,0.0,31.0
161,F,24.0,Casado,Profesor,Institucion publica,Samsung Note 4,5.0,4.0,Si,31.0,0.0,15.0,0.0,31.0
112,F,50.0,Casado,Ingeniero,Sector privado,Samsung,10.0,4.0,No,1.0,1.0,1.0,0.0,0.0
26,M,35.0,Casado,entrenador,Sector privado,Nokia,10.0,0.0,Si,0.0,1.0,0.0,1.0,4.0
217,F,24.0,Soltero,Profesor,Sector privado,LG G4,5.0,6.0,No,31.0,7.0,31.0,0.0,15.0
45,M,35.0,Casado,Ingeniero de software,Sector privado,Iphone,5.0,3.0,Si,1.0,4.0,1.0,0.0,15.0
111,F,30.0,Casado,AlumNo,Sector privado,Samsung S3,0.0,3.0,No,1.0,50.0,31.0,7.0,7.0
226,M,30.0,Casado,,Institucion publica,Galaxy S4,5.0,6.0,No,31.0,30.0,0.0,0.0,31.0
243,F,35.0,Casado,Profesor,Sector privado,Sony,0.0,7.0,No,31.0,30.0,1.0,15.0,0.0
222,M,30.0,Soltero,Servidor publico,Sector privado,Asus,5.0,3.0,Si,1.0,0.0,,1.0,1.0
55,M,24.0,Casado,Ingeniero,Sector privado,Samsung,5.0,6.0,Si,31.0,7.0,1.0,0.0,0.0
168,0,30.0,Casado,Ingeniero,Desempleados,,5.0,3.0,Si,0.0,0.0,0.0,0.0,7.0
160,M,50.0,Casado,Servidor publico,Sector privado,Iphone ,10.0,,No,0.0,50.0,1.0,0.0,15.0
51,F,30.0,Casado,Servidor publico,Institucion publica,Samsung S7+,,4.0,Si,31.0,7.0,0.0,0.0,0.0
175,M,35.0,Soltero,Ingenieria en computacion,Institucion publica,Smartphone,6.0,7.0,Si,1.0,31.0,15.0,0.0,30.0
100,M,45.0,Casado,Profesor,Sector privado,Casper,5.0,3.0,Si,31.0,0.0,1.0,0.0,31.0
77,M,30.0,Soltero,Desempleados,Sector privado,Smartphone,5.0,3.0,Si,0.0,4.0,0.0,0.0,30.0
101,F,30.0,Soltero,Profesor,Sector privado,Samsung,5.0,0.0,Si,31.0,50.0,1.0,0.0,7.0
198,M,30.0,Casado,Ingeniero,Institucion publica,Iphone 5S,5.0,3.0,Si,0.0,1.0,1.0,0.0,1.0
25,M,35.0,Casado,Desempleados,Sector privado,ASUS,5.0,3.0,No,7.0,50.0,1.0,0.0,31.0
179,M,40.0,Soltero,Profesor,Sector privado,Iphone ,10.0,,Si,0.0,1.0,0.0,15.0,1.0
222,M,30.0,Casado,Profesor,Institucion publica,LG G2,5.0,3.0,Si,31.0,31.0,0.0,0.0,
238,F,35.0,Casado,Servidor publico,Desempleados,Iphone 5,15.0,4.0,No,0.0,4.0,1.0,0.0,31.0
152,M,35.0,Soltero,Profesor,Institucion publica,Iphone,0.0,,Si,30.0,7.0,15.0,15.0,15.0
